poi_name,poi_category,city,prefecture,is_fukui,n_reviews,n_reviews_chinese,n_reviews_japanese,n_reviews_english,n_reviews_other,mean_rating,positive_count,positive_share,positive_share_ci_low,positive_share_ci_high,low_confidence,high_volume_threshold,low_volume_threshold,is_high_volume,is_low_volume,dominant_friction_codes,dominant_draw_codes,draw_signal_codes,has_draw_signal,dominant_nudgeable_friction_codes,promote_draw_codes,fix_it_membership_codes,promote_strict_membership_codes,membership_thin_language_blocked,fix_it_elevated_friction_lift_sum,promote_it_draw_prevalence_sum,fix_it_score,promote_it_score,is_fix_it,is_promote_it,is_promote_it_strict,promote_confidence,is_crowding_hotspot,archetype,transport_access_n_positive,transport_access_prevalence,transport_access_ci_low,transport_access_ci_high,transport_access_global_base_prevalence,transport_access_lift,wayfinding_signage_n_positive,wayfinding_signage_prevalence,wayfinding_signage_ci_low,wayfinding_signage_ci_high,wayfinding_signage_global_base_prevalence,wayfinding_signage_lift,english_information_gap_n_positive,english_information_gap_prevalence,english_information_gap_ci_low,english_information_gap_ci_high,english_information_gap_global_base_prevalence,english_information_gap_lift,staff_communication_n_positive,staff_communication_prevalence,staff_communication_ci_low,staff_communication_ci_high,staff_communication_global_base_prevalence,staff_communication_lift,booking_ticketing_n_positive,booking_ticketing_prevalence,booking_ticketing_ci_low,booking_ticketing_ci_high,booking_ticketing_global_base_prevalence,booking_ticketing_lift,waiting_crowding_n_positive,waiting_crowding_prevalence,waiting_crowding_ci_low,waiting_crowding_ci_high,waiting_crowding_global_base_prevalence,waiting_crowding_lift,price_value_n_positive,price_value_prevalence,price_value_ci_low,price_value_ci_high,price_value_global_base_prevalence,price_value_lift,cleanliness_comfort_n_positive,cleanliness_comfort_prevalence,cleanliness_comfort_ci_low,cleanliness_comfort_ci_high,cleanliness_comfort_global_base_prevalence,cleanliness_comfort_lift,opening_hours_availability_n_positive,opening_hours_availability_prevalence,opening_hours_availability_ci_low,opening_hours_availability_ci_high,opening_hours_availability_global_base_prevalence,opening_hours_availability_lift,itinerary_fit_time_cost_n_positive,itinerary_fit_time_cost_prevalence,itinerary_fit_time_cost_ci_low,itinerary_fit_time_cost_ci_high,itinerary_fit_time_cost_global_base_prevalence,itinerary_fit_time_cost_lift,accessibility_mobility_n_positive,accessibility_mobility_prevalence,accessibility_mobility_ci_low,accessibility_mobility_ci_high,accessibility_mobility_global_base_prevalence,accessibility_mobility_lift,food_amenities_gap_n_positive,food_amenities_gap_prevalence,food_amenities_gap_ci_low,food_amenities_gap_ci_high,food_amenities_gap_global_base_prevalence,food_amenities_gap_lift,scenic_value_n_positive,scenic_value_prevalence,scenic_value_ci_low,scenic_value_ci_high,scenic_value_global_base_prevalence,scenic_value_lift,worthwhile_destination_n_positive,worthwhile_destination_prevalence,worthwhile_destination_ci_low,worthwhile_destination_ci_high,worthwhile_destination_global_base_prevalence,worthwhile_destination_lift,friendly_service_n_positive,friendly_service_prevalence,friendly_service_ci_low,friendly_service_ci_high,friendly_service_global_base_prevalence,friendly_service_lift,underpromoted_feature_n_positive,underpromoted_feature_prevalence,underpromoted_feature_ci_low,underpromoted_feature_ci_high,underpromoted_feature_global_base_prevalence,underpromoted_feature_lift,easy_if_guided_n_positive,easy_if_guided_prevalence,easy_if_guided_ci_low,easy_if_guided_ci_high,easy_if_guided_global_base_prevalence,easy_if_guided_lift,good_for_itinerary_bundle_n_positive,good_for_itinerary_bundle_prevalence,good_for_itinerary_bundle_ci_low,good_for_itinerary_bundle_ci_high,good_for_itinerary_bundle_global_base_prevalence,good_for_itinerary_bundle_lift,fix_it_rank,promote_it_rank
Maruoka Castle,castle_historic,Fukui,Fukui,True,105,4,85,14,2,4.123809523809523,85,0.8095238095238095,0.7240239056411013,0.8731749991170688,False,100.0,48,True,False,transport_access;opening_hours_availability;accessibility_mobility,,scenic_value,True,transport_access;opening_hours_availability,,opening_hours_availability,,True,0.06102906371296034,0.0,6.4080516898608355,0.0,True,False,False,moderate,False,fix-it,4,0.0380952380952381,0.014912459331107637,0.09388302126054626,0.009111994698475812,0.02898324339676229,0,0.0,0.0,0.035294076929109894,0.0054671968190854875,-0.0054671968190854875,0,0.0,0.0,0.035294076929109894,0.003810470510271703,-0.003810470510271703,0,0.0,0.0,0.035294076929109894,0.0016567263088137839,-0.0016567263088137839,0,0.0,0.0,0.035294076929109894,0.0066269052352551355,-0.0066269052352551355,4,0.0380952380952381,0.014912459331107637,0.09388302126054626,0.03578528827037773,0.002309949824860366,2,0.01904761904761905,0.0052391820659629385,0.06680559669441896,0.005632869449966865,0.013414749597652185,2,0.01904761904761905,0.0052391820659629385,0.06680559669441896,0.009774685222001325,0.009272933825617724,5,0.047619047619047616,0.020509165674361972,0.10666166583292791,0.015573227302849569,0.03204582031619805,0,0.0,0.0,0.035294076929109894,0.004804506295559973,-0.004804506295559973,43,0.4095238095238095,0.3202789903760395,0.5051551759254184,0.04009277667329357,0.36943103285051593,0,0.0,0.0,0.035294076929109894,0.0006626905235255136,-0.0006626905235255136,7,0.06666666666666667,0.03266588465602071,0.1312556486825412,0.052186878727634195,0.01447978793903247,2,0.01904761904761905,0.0052391820659629385,0.06680559669441896,0.02468522200132538,-0.005637602953706331,0,0.0,0.0,0.035294076929109894,0.003810470510271703,-0.003810470510271703,0,0.0,0.0,0.035294076929109894,0.0016567263088137839,-0.0016567263088137839,0,0.0,0.0,0.035294076929109894,0.0019880715705765406,-0.0019880715705765406,0,0.0,0.0,0.035294076929109894,0.0001656726308813784,-0.0001656726308813784,4.0,
Fukui Dinosaur Museum,museum_cultural,Fukui,Fukui,True,105,0,81,13,11,4.666666666666667,99,0.9428571428571428,0.8809034520143957,0.9735503655626783,False,100.0,48,True,False,transport_access;booking_ticketing;waiting_crowding,,worthwhile_destination,True,transport_access;booking_ticketing,,transport_access;booking_ticketing,,False,0.041403957209126194,0.0,4.34741550695825,0.0,True,False,False,moderate,True,fix-it,3,0.02857142857142857,0.00976383903870233,0.08065629063731557,0.009111994698475812,0.019459433872952757,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.0054671968190854875,0.004056612704724037,0,0.0,0.0,0.035294076929109894,0.003810470510271703,-0.003810470510271703,0,0.0,0.0,0.035294076929109894,0.0016567263088137839,-0.0016567263088137839,3,0.02857142857142857,0.00976383903870233,0.08065629063731557,0.0066269052352551355,0.021944523336173437,15,0.14285714285714285,0.0885248083936459,0.22239953227000403,0.03578528827037773,0.10707185458676512,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.005632869449966865,0.0038909400738426593,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.009774685222001325,-0.0002508756981918006,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.015573227302849569,-0.006049417779040044,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.004804506295559973,0.004719303228249551,3,0.02857142857142857,0.00976383903870233,0.08065629063731557,0.04009277667329357,-0.011521348101865,0,0.0,0.0,0.035294076929109894,0.0006626905235255136,-0.0006626905235255136,0,0.0,0.0,0.035294076929109894,0.052186878727634195,-0.052186878727634195,3,0.02857142857142857,0.00976383903870233,0.08065629063731557,0.02468522200132538,0.00388620657010319,0,0.0,0.0,0.035294076929109894,0.003810470510271703,-0.003810470510271703,0,0.0,0.0,0.035294076929109894,0.0016567263088137839,-0.0016567263088137839,0,0.0,0.0,0.035294076929109894,0.0019880715705765406,-0.0019880715705765406,0,0.0,0.0,0.035294076929109894,0.0001656726308813784,-0.0001656726308813784,5.0,
Tojinbo Cliffs,nature_scenic,Fukui,Fukui,True,104,3,83,12,6,4.355769230769231,88,0.8461538461538461,0.7646197658147564,0.9030269888504692,False,100.0,48,True,False,transport_access;waiting_crowding;price_value,,scenic_value;worthwhile_destination,True,transport_access,,transport_access,,False,0.03896492837844727,0.0,4.052352551358516,0.0,True,False,False,moderate,True,fix-it,5,0.04807692307692308,0.020708042325852223,0.10764202797232547,0.009111994698475812,0.03896492837844727,1,0.009615384615384616,0.0016993728496512567,0.05246772470794581,0.0054671968190854875,0.004148187796299128,1,0.009615384615384616,0.0016993728496512567,0.05246772470794581,0.003810470510271703,0.005804914105112913,0,0.0,0.0,0.03562135437245191,0.0016567263088137839,-0.0016567263088137839,0,0.0,0.0,0.03562135437245191,0.0066269052352551355,-0.0066269052352551355,8,0.07692307692307693,0.03949175369105489,0.14449554616255827,0.03578528827037773,0.041137788652699195,4,0.038461538461538464,0.015056813343976884,0.09474751376905566,0.005632869449966865,0.032828669011571596,1,0.009615384615384616,0.0016993728496512567,0.05246772470794581,0.009774685222001325,-0.00015930060661670936,3,0.028846153846153848,0.009858182902777006,0.08140040102511037,0.015573227302849569,0.01327292654330428,1,0.009615384615384616,0.0016993728496512567,0.05246772470794581,0.004804506295559973,0.004810878319824643,6,0.057692307692307696,0.026706545635334457,0.12018926784798839,0.04009277667329357,0.017599531019014125,0,0.0,0.0,0.03562135437245191,0.0006626905235255136,-0.0006626905235255136,6,0.057692307692307696,0.026706545635334457,0.12018926784798839,0.052186878727634195,0.0055054289646735005,4,0.038461538461538464,0.015056813343976884,0.09474751376905566,0.02468522200132538,0.013776316460213083,0,0.0,0.0,0.03562135437245191,0.003810470510271703,-0.003810470510271703,0,0.0,0.0,0.03562135437245191,0.0016567263088137839,-0.0016567263088137839,0,0.0,0.0,0.03562135437245191,0.0019880715705765406,-0.0019880715705765406,0,0.0,0.0,0.03562135437245191,0.0001656726308813784,-0.0001656726308813784,6.0,
Omicho Market,market_shopping,Kanazawa,Ishikawa,False,105,1,51,29,24,4.180952380952381,81,0.7714285714285715,0.6823814295650403,0.8413160715305859,False,100.0,48,True,False,english_information_gap;waiting_crowding;price_value,,worthwhile_destination,True,english_information_gap,,english_information_gap,,False,0.034284767584966395,0.0,3.5999005964214716,0.0,True,False,False,moderate,True,fix-it,0,0.0,0.0,0.035294076929109894,0.009111994698475812,-0.009111994698475812,0,0.0,0.0,0.035294076929109894,0.0054671968190854875,-0.0054671968190854875,4,0.0380952380952381,0.014912459331107637,0.09388302126054626,0.003810470510271703,0.034284767584966395,0,0.0,0.0,0.035294076929109894,0.0016567263088137839,-0.0016567263088137839,0,0.0,0.0,0.035294076929109894,0.0066269052352551355,-0.0066269052352551355,9,0.08571428571428572,0.04574947875415182,0.1549227564156821,0.03578528827037773,0.04992899744390798,4,0.0380952380952381,0.014912459331107637,0.09388302126054626,0.005632869449966865,0.03246236864527123,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.009774685222001325,-0.0002508756981918006,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.015573227302849569,-0.006049417779040044,0,0.0,0.0,0.035294076929109894,0.004804506295559973,-0.004804506295559973,2,0.01904761904761905,0.0052391820659629385,0.06680559669441896,0.04009277667329357,-0.02104515762567452,0,0.0,0.0,0.035294076929109894,0.0006626905235255136,-0.0006626905235255136,0,0.0,0.0,0.035294076929109894,0.052186878727634195,-0.052186878727634195,4,0.0380952380952381,0.014912459331107637,0.09388302126054626,0.02468522200132538,0.013410016093912718,0,0.0,0.0,0.035294076929109894,0.003810470510271703,-0.003810470510271703,0,0.0,0.0,0.035294076929109894,0.0016567263088137839,-0.0016567263088137839,0,0.0,0.0,0.035294076929109894,0.0019880715705765406,-0.0019880715705765406,0,0.0,0.0,0.035294076929109894,0.0001656726308813784,-0.0001656726308813784,7.0,
Hokuriku Minka Museum,museum_cultural,Toyama,Toyama,False,100,3,62,24,11,4.7,96,0.96,0.9016292856411208,0.9843366960084523,False,100.0,48,True,False,itinerary_fit_time_cost,,,False,itinerary_fit_time_cost,,itinerary_fit_time_cost,,False,0.025195493704440027,0.0,2.5195493704440026,0.0,True,False,False,moderate,False,fix-it,0,0.0,3.469446951953614e-18,0.03699349820698568,0.009111994698475812,-0.009111994698475812,0,0.0,3.469446951953614e-18,0.03699349820698568,0.0054671968190854875,-0.0054671968190854875,0,0.0,3.469446951953614e-18,0.03699349820698568,0.003810470510271703,-0.003810470510271703,0,0.0,3.469446951953614e-18,0.03699349820698568,0.0016567263088137839,-0.0016567263088137839,1,0.01,0.0017674320641406505,0.054486196178705315,0.0066269052352551355,0.0033730947647448647,5,0.05,0.02154367915436796,0.11175046923191913,0.03578528827037773,0.01421471172962227,0,0.0,3.469446951953614e-18,0.03699349820698568,0.005632869449966865,-0.005632869449966865,2,0.02,0.00550196755016235,0.07001179072854388,0.009774685222001325,0.010225314777998675,0,0.0,3.469446951953614e-18,0.03699349820698568,0.015573227302849569,-0.015573227302849569,3,0.03,0.010254524024038925,0.0845193642905276,0.004804506295559973,0.025195493704440027,5,0.05,0.02154367915436796,0.11175046923191913,0.04009277667329357,0.009907223326706432,0,0.0,3.469446951953614e-18,0.03699349820698568,0.0006626905235255136,-0.0006626905235255136,5,0.05,0.02154367915436796,0.11175046923191913,0.052186878727634195,-0.0021868787276341922,2,0.02,0.00550196755016235,0.07001179072854388,0.02468522200132538,-0.00468522200132538,0,0.0,3.469446951953614e-18,0.03699349820698568,0.003810470510271703,-0.003810470510271703,0,0.0,3.469446951953614e-18,0.03699349820698568,0.0016567263088137839,-0.0016567263088137839,0,0.0,3.469446951953614e-18,0.03699349820698568,0.0019880715705765406,-0.0019880715705765406,0,0.0,3.469446951953614e-18,0.03699349820698568,0.0001656726308813784,-0.0001656726308813784,8.0,
Kehi Grand Shrine,temple_shrine,Fukui,Fukui,True,101,5,83,5,8,4.564356435643564,97,0.9603960396039604,0.9025608084288009,0.9844928537970742,False,100.0,48,True,False,wayfinding_signage,,,False,wayfinding_signage,,wayfinding_signage,,False,0.024235773477944214,0.0,2.4478131212723655,0.0,True,False,False,moderate,False,fix-it,2,0.019801980198019802,0.0054473224611470555,0.06934616962584345,0.009111994698475812,0.01068998549954399,3,0.0297029702970297,0.010152480650585535,0.08371743427997216,0.0054671968190854875,0.024235773477944214,0,0.0,0.0,0.03664064639985608,0.003810470510271703,-0.003810470510271703,0,0.0,0.0,0.03664064639985608,0.0016567263088137839,-0.0016567263088137839,0,0.0,0.0,0.03664064639985608,0.0066269052352551355,-0.0066269052352551355,3,0.0297029702970297,0.010152480650585535,0.08371743427997216,0.03578528827037773,-0.006082317973348031,0,0.0,0.0,0.03664064639985608,0.005632869449966865,-0.005632869449966865,1,0.009900990099009901,0.0017499112489682313,0.05396715799445505,0.009774685222001325,0.00012630487700857583,0,0.0,0.0,0.03664064639985608,0.015573227302849569,-0.015573227302849569,1,0.009900990099009901,0.0017499112489682313,0.05396715799445505,0.004804506295559973,0.005096483803449928,1,0.009900990099009901,0.0017499112489682313,0.05396715799445505,0.04009277667329357,-0.030191786574283667,0,0.0,0.0,0.03664064639985608,0.0006626905235255136,-0.0006626905235255136,3,0.0297029702970297,0.010152480650585535,0.08371743427997216,0.052186878727634195,-0.022483908430604493,0,0.0,0.0,0.03664064639985608,0.02468522200132538,-0.02468522200132538,0,0.0,0.0,0.03664064639985608,0.003810470510271703,-0.003810470510271703,0,0.0,0.0,0.03664064639985608,0.0016567263088137839,-0.0016567263088137839,0,0.0,0.0,0.03664064639985608,0.0019880715705765406,-0.0019880715705765406,0,0.0,0.0,0.03664064639985608,0.0001656726308813784,-0.0001656726308813784,9.0,
Eiheiji Temple,temple_shrine,Fukui,Fukui,True,105,2,83,14,6,4.6380952380952385,96,0.9142857142857143,0.8450772435843179,0.9542505212458481,False,100.0,48,True,False,transport_access;staff_communication;accessibility_mobility,,scenic_value,True,transport_access,,transport_access,,False,0.019459433872952757,0.0,2.0432405566600393,0.0,True,False,False,moderate,False,fix-it,3,0.02857142857142857,0.00976383903870233,0.08065629063731557,0.009111994698475812,0.019459433872952757,2,0.01904761904761905,0.0052391820659629385,0.06680559669441896,0.0054671968190854875,0.013580422228533562,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.003810470510271703,0.0057133390135378215,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.0016567263088137839,0.00786708321499574,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.0066269052352551355,0.002896904288554389,6,0.05714285714285714,0.026449634437321692,0.11909654798560422,0.03578528827037773,0.02135756887247941,0,0.0,0.0,0.035294076929109894,0.005632869449966865,-0.005632869449966865,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.009774685222001325,-0.0002508756981918006,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.015573227302849569,-0.006049417779040044,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.004804506295559973,0.004719303228249551,23,0.21904761904761905,0.15063136961406626,0.3072957783746717,0.04009277667329357,0.17895484237432546,0,0.0,0.0,0.035294076929109894,0.0006626905235255136,-0.0006626905235255136,8,0.0761904761904762,0.03911065243076895,0.14318623182342896,0.052186878727634195,0.024003597462842002,2,0.01904761904761905,0.0052391820659629385,0.06680559669441896,0.02468522200132538,-0.005637602953706331,0,0.0,0.0,0.035294076929109894,0.003810470510271703,-0.003810470510271703,0,0.0,0.0,0.035294076929109894,0.0016567263088137839,-0.0016567263088137839,0,0.0,0.0,0.035294076929109894,0.0019880715705765406,-0.0019880715705765406,0,0.0,0.0,0.035294076929109894,0.0001656726308813784,-0.0001656726308813784,10.0,
Kenrokuen Garden,nature_scenic,Kanazawa,Ishikawa,False,105,7,31,34,33,4.666666666666667,96,0.9142857142857143,0.8450772435843179,0.9542505212458481,False,100.0,48,True,False,,scenic_value,scenic_value;worthwhile_destination,True,,scenic_value,,scenic_value,False,0.0,0.22857142857142856,0.0,0.0,False,False,False,moderate,False,neither,0,0.0,0.0,0.035294076929109894,0.009111994698475812,-0.009111994698475812,0,0.0,0.0,0.035294076929109894,0.0054671968190854875,-0.0054671968190854875,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.003810470510271703,0.0057133390135378215,0,0.0,0.0,0.035294076929109894,0.0016567263088137839,-0.0016567263088137839,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.0066269052352551355,0.002896904288554389,3,0.02857142857142857,0.00976383903870233,0.08065629063731557,0.03578528827037773,-0.007213859698949162,0,0.0,0.0,0.035294076929109894,0.005632869449966865,-0.005632869449966865,0,0.0,0.0,0.035294076929109894,0.009774685222001325,-0.009774685222001325,0,0.0,0.0,0.035294076929109894,0.015573227302849569,-0.015573227302849569,0,0.0,0.0,0.035294076929109894,0.004804506295559973,-0.004804506295559973,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.04009277667329357,-0.030568967149484046,0,0.0,0.0,0.035294076929109894,0.0006626905235255136,-0.0006626905235255136,24,0.22857142857142856,0.15868392846941415,0.3176185704349597,0.052186878727634195,0.17638454984379437,4,0.0380952380952381,0.014912459331107637,0.09388302126054626,0.02468522200132538,0.013410016093912718,0,0.0,0.0,0.035294076929109894,0.003810470510271703,-0.003810470510271703,0,0.0,0.0,0.035294076929109894,0.0016567263088137839,-0.0016567263088137839,0,0.0,0.0,0.035294076929109894,0.0019880715705765406,-0.0019880715705765406,0,0.0,0.0,0.035294076929109894,0.0001656726308813784,-0.0001656726308813784,,
Higashi Chaya District,castle_historic,Kanazawa,Ishikawa,False,105,9,37,31,28,4.257142857142857,83,0.7904761904761904,0.7030837307062462,0.8573644722206518,False,100.0,48,True,False,transport_access,,scenic_value;worthwhile_destination,True,transport_access,,,,True,0.02898324339676229,0.0,0.0,0.0,False,False,False,moderate,False,neither,4,0.0380952380952381,0.014912459331107637,0.09388302126054626,0.009111994698475812,0.02898324339676229,0,0.0,0.0,0.035294076929109894,0.0054671968190854875,-0.0054671968190854875,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.003810470510271703,0.0057133390135378215,0,0.0,0.0,0.035294076929109894,0.0016567263088137839,-0.0016567263088137839,0,0.0,0.0,0.035294076929109894,0.0066269052352551355,-0.0066269052352551355,7,0.06666666666666667,0.03266588465602071,0.1312556486825412,0.03578528827037773,0.030881378396288933,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.005632869449966865,0.0038909400738426593,0,0.0,0.0,0.035294076929109894,0.009774685222001325,-0.009774685222001325,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.015573227302849569,-0.006049417779040044,0,0.0,0.0,0.035294076929109894,0.004804506295559973,-0.004804506295559973,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.04009277667329357,-0.030568967149484046,0,0.0,0.0,0.035294076929109894,0.0006626905235255136,-0.0006626905235255136,6,0.05714285714285714,0.026449634437321692,0.11909654798560422,0.052186878727634195,0.004955978415222946,3,0.02857142857142857,0.00976383903870233,0.08065629063731557,0.02468522200132538,0.00388620657010319,0,0.0,0.0,0.035294076929109894,0.003810470510271703,-0.003810470510271703,0,0.0,0.0,0.035294076929109894,0.0016567263088137839,-0.0016567263088137839,0,0.0,0.0,0.035294076929109894,0.0019880715705765406,-0.0019880715705765406,0,0.0,0.0,0.035294076929109894,0.0001656726308813784,-0.0001656726308813784,,
Kanazawa Castle Park,castle_historic,Kanazawa,Ishikawa,False,105,10,41,19,35,4.542857142857143,100,0.9523809523809523,0.893338334167072,0.9794908343256379,False,100.0,48,True,False,,scenic_value;underpromoted_feature,scenic_value;worthwhile_destination;underpromoted_feature,True,,scenic_value;underpromoted_feature,,scenic_value,True,0.0,0.17142857142857143,0.0,0.0,False,False,False,moderate,False,neither,0,0.0,0.0,0.035294076929109894,0.009111994698475812,-0.009111994698475812,0,0.0,0.0,0.035294076929109894,0.0054671968190854875,-0.0054671968190854875,0,0.0,0.0,0.035294076929109894,0.003810470510271703,-0.003810470510271703,0,0.0,0.0,0.035294076929109894,0.0016567263088137839,-0.0016567263088137839,0,0.0,0.0,0.035294076929109894,0.0066269052352551355,-0.0066269052352551355,3,0.02857142857142857,0.00976383903870233,0.08065629063731557,0.03578528827037773,-0.007213859698949162,0,0.0,0.0,0.035294076929109894,0.005632869449966865,-0.005632869449966865,0,0.0,0.0,0.035294076929109894,0.009774685222001325,-0.009774685222001325,0,0.0,0.0,0.035294076929109894,0.015573227302849569,-0.015573227302849569,0,0.0,0.0,0.035294076929109894,0.004804506295559973,-0.004804506295559973,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.04009277667329357,-0.030568967149484046,0,0.0,0.0,0.035294076929109894,0.0006626905235255136,-0.0006626905235255136,17,0.1619047619047619,0.10361287552599627,0.24406216696892566,0.052186878727634195,0.10971788317712772,3,0.02857142857142857,0.00976383903870233,0.08065629063731557,0.02468522200132538,0.00388620657010319,0,0.0,0.0,0.035294076929109894,0.003810470510271703,-0.003810470510271703,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.0016567263088137839,0.00786708321499574,0,0.0,0.0,0.035294076929109894,0.0019880715705765406,-0.0019880715705765406,0,0.0,0.0,0.035294076929109894,0.0001656726308813784,-0.0001656726308813784,,
Nagamachi Samurai District,castle_historic,Kanazawa,Ishikawa,False,105,5,24,38,38,4.3238095238095235,86,0.819047619047619,0.7345909190245711,0.8809833366492349,False,100.0,48,True,False,,,scenic_value;worthwhile_destination,True,,,,,False,0.0,0.0,0.0,0.0,False,False,False,moderate,False,neither,0,0.0,0.0,0.035294076929109894,0.009111994698475812,-0.009111994698475812,0,0.0,0.0,0.035294076929109894,0.0054671968190854875,-0.0054671968190854875,0,0.0,0.0,0.035294076929109894,0.003810470510271703,-0.003810470510271703,0,0.0,0.0,0.035294076929109894,0.0016567263088137839,-0.0016567263088137839,0,0.0,0.0,0.035294076929109894,0.0066269052352551355,-0.0066269052352551355,3,0.02857142857142857,0.00976383903870233,0.08065629063731557,0.03578528827037773,-0.007213859698949162,0,0.0,0.0,0.035294076929109894,0.005632869449966865,-0.005632869449966865,0,0.0,0.0,0.035294076929109894,0.009774685222001325,-0.009774685222001325,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.015573227302849569,-0.006049417779040044,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.004804506295559973,0.004719303228249551,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.04009277667329357,-0.030568967149484046,0,0.0,0.0,0.035294076929109894,0.0006626905235255136,-0.0006626905235255136,8,0.0761904761904762,0.03911065243076895,0.14318623182342896,0.052186878727634195,0.024003597462842002,4,0.0380952380952381,0.014912459331107637,0.09388302126054626,0.02468522200132538,0.013410016093912718,0,0.0,0.0,0.035294076929109894,0.003810470510271703,-0.003810470510271703,0,0.0,0.0,0.035294076929109894,0.0016567263088137839,-0.0016567263088137839,0,0.0,0.0,0.035294076929109894,0.0019880715705765406,-0.0019880715705765406,0,0.0,0.0,0.035294076929109894,0.0001656726308813784,-0.0001656726308813784,,
Nomura Samurai House,castle_historic,Kanazawa,Ishikawa,False,105,3,27,42,33,4.266666666666667,90,0.8571428571428571,0.7776004677299959,0.9114751916063542,False,100.0,48,True,False,waiting_crowding,scenic_value,scenic_value;worthwhile_destination;easy_if_guided,True,,scenic_value,,scenic_value,False,0.0,0.1619047619047619,0.0,0.0,False,False,False,moderate,True,neither,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.009111994698475812,0.00041181482533371276,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.0054671968190854875,0.004056612704724037,0,0.0,0.0,0.035294076929109894,0.003810470510271703,-0.003810470510271703,0,0.0,0.0,0.035294076929109894,0.0016567263088137839,-0.0016567263088137839,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.0066269052352551355,0.002896904288554389,15,0.14285714285714285,0.0885248083936459,0.22239953227000403,0.03578528827037773,0.10707185458676512,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.005632869449966865,0.0038909400738426593,0,0.0,0.0,0.035294076929109894,0.009774685222001325,-0.009774685222001325,0,0.0,0.0,0.035294076929109894,0.015573227302849569,-0.015573227302849569,0,0.0,0.0,0.035294076929109894,0.004804506295559973,-0.004804506295559973,2,0.01904761904761905,0.0052391820659629385,0.06680559669441896,0.04009277667329357,-0.02104515762567452,0,0.0,0.0,0.035294076929109894,0.0006626905235255136,-0.0006626905235255136,17,0.1619047619047619,0.10361287552599627,0.24406216696892566,0.052186878727634195,0.10971788317712772,4,0.0380952380952381,0.014912459331107637,0.09388302126054626,0.02468522200132538,0.013410016093912718,0,0.0,0.0,0.035294076929109894,0.003810470510271703,-0.003810470510271703,0,0.0,0.0,0.035294076929109894,0.0016567263088137839,-0.0016567263088137839,1,0.009523809523809525,0.0016831692328561944,0.0519862586118897,0.0019880715705765406,0.0075357379532329846,0,0.0,0.0,0.035294076929109894,0.0001656726308813784,-0.0001656726308813784,,
